"","CREDDESC","EARN_MALE_WNE_MDN_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_MALE_WNE_MDN_4YR","EARN_NOMALE_WNE_MDN_4YR"
"11511","Master's Degree",101857,94240,114148,105648
"11512","Bachelor's Degree",40514,35625,57998,41858
"11513","Master's Degree",54751,50295,68506,53984
"11514","Undergraduate Certificate or Diploma",18223,19364,25464,22547
"11515","Undergraduate Certificate or Diploma",18223,19364,25464,22547
"11516","Undergraduate Certificate or Diploma",27006,23679,30451,27505
"11517","Undergraduate Certificate or Diploma",30425,24337,21088,30025
"11518","Undergraduate Certificate or Diploma",28592,22175,33881,26370
"11519","Undergraduate Certificate or Diploma",23933,18556,29899,25049
"11520","Undergraduate Certificate or Diploma",30067,25175,34827,28739
"11521","Undergraduate Certificate or Diploma",24787,21682,30741,25745
"11522","Undergraduate Certificate or Diploma",20638,22175,29826,27180
"11523","Undergraduate Certificate or Diploma",28592,22175,33881,26370
"11524","Undergraduate Certificate or Diploma",23933,18556,29899,25049
"11525","Undergraduate Certificate or Diploma",30067,25175,34827,28739
"11526","Undergraduate Certificate or Diploma",24787,21682,30741,25745
"11527","Undergraduate Certificate or Diploma",20638,22175,29826,27180
"11528","Undergraduate Certificate or Diploma",47394,37023,50227,25400
"11529","Undergraduate Certificate or Diploma",25307,26172,33277,31494
"11530","Undergraduate Certificate or Diploma",29602,29039,33871,33119
"11531","Undergraduate Certificate or Diploma",28752,23525,29038,25955
"11532","Undergraduate Certificate or Diploma",21590,20076,22672,21052
"11533","Undergraduate Certificate or Diploma",21590,20076,22672,21052
"11534","Undergraduate Certificate or Diploma",32468,23450,33379,26310
"11535","Undergraduate Certificate or Diploma",22518,21595,29046,26438
"11536","Undergraduate Certificate or Diploma",39453,21149,25583,23484
"11537","Undergraduate Certificate or Diploma",17597,21637,32280,20584
"11538","Associate's Degree",27401,25361,29989,28363
"11539","Associate's Degree",18897,25653,34809,28357
"11540","Undergraduate Certificate or Diploma",23619,19861,28023,24023
"11541","Undergraduate Certificate or Diploma",23619,19861,28023,24023
"11542","Undergraduate Certificate or Diploma",24789,24469,31886,29414
"11543","Undergraduate Certificate or Diploma",28385,25881,30316,28872
"11544","Master's Degree",68753,63696,85627,82030
"11545","Undergraduate Certificate or Diploma",11953,14942,20554,18327
"11546","Associate's Degree",33990,24659,38636,25761
"11547","Undergraduate Certificate or Diploma",25597,21052,26838,22699
"11548","Associate's Degree",26601,24255,31273,26858
"11549","Associate's Degree",26009,21169,26637,26176
"11550","Undergraduate Certificate or Diploma",28266,23746,27934,22490
"11551","Bachelor's Degree",43937,37721,63266,45874
"11552","Bachelor's Degree",30806,28007,34983,36477
"11553","Bachelor's Degree",39721,34521,47234,39910
"11554","Bachelor's Degree",48012,35961,47776,39434
"11555","Master's Degree",48608,46488,83486,49279
"11556","Bachelor's Degree",70277,68077,87236,78337
"11557","Master's Degree",101857,94240,114148,105648
"11558","Bachelor's Degree",40514,35625,57998,41858
"11559","Master's Degree",54751,50295,68506,53984
"11560","Undergraduate Certificate or Diploma",25124,21737,24433,22411
"11561","Associate's Degree",33496,27429,42891,31608
"11562","Undergraduate Certificate or Diploma",27006,23679,30451,27505
"11563","Associate's Degree",24724,25959,34881,29161
"11564","Associate's Degree",67294,58031,80900,60575
"11565","Undergraduate Certificate or Diploma",30425,24337,21088,30025
"11566","Associate's Degree",41641,27398,38892,32137
"11567","Bachelor's Degree",46674,53621,54960,51066
"11568","Bachelor's Degree",49165,42333,49187,43533
"11569","Undergraduate Certificate or Diploma",54083,51797,57867,48658
"11570","Undergraduate Certificate or Diploma",15715,13613,20168,15583
"11571","Undergraduate Certificate or Diploma",25621,22082,24641,26590
"11572","Undergraduate Certificate or Diploma",29602,29039,33871,33119
"11573","Undergraduate Certificate or Diploma",33198,27957,36269,31652
"11574","Undergraduate Certificate or Diploma",28752,23525,29038,25955
"11575","Associate's Degree",35271,37174,43080,37866
"11576","Associate's Degree",30561,29956,29400,30630
"11577","Undergraduate Certificate or Diploma",18813,18846,20649,24013
"11578","Doctoral Degree",77089,64411,85327,84105
"11579","Bachelor's Degree",81992,74327,93513,81109
"11580","Bachelor's Degree",81992,74327,93513,81109
"11581","Associate's Degree",79602,72762,84308,77995
"11582","Undergraduate Certificate or Diploma",16295,15930,20690,20462
"11583","Undergraduate Certificate or Diploma",25026,22593,22065,25452
"11584","Undergraduate Certificate or Diploma",20315,20177,29231,22980
"11585","Undergraduate Certificate or Diploma",12047,13144,14837,11637
"11586","Undergraduate Certificate or Diploma",49066,41843,59338,43488
"11587","Undergraduate Certificate or Diploma",19573,8153,22814,12518
"11588","Undergraduate Certificate or Diploma",68113,60613,63262,65252
"11589","Undergraduate Certificate or Diploma",18981,12098,19074,28132
"11590","Associate's Degree",15717,20807,24353,25176
"11591","Bachelor's Degree",65246,54893,86215,71557
"11592","Bachelor's Degree",60307,41986,77278,54928
"11593","Bachelor's Degree",63121,51540,76959,55267
"11594","Master's Degree",82913,69740,79320,81683
"11595","Bachelor's Degree",73978,57160,85734,64591
"11596","Master's Degree",86646,71208,109609,82594
"11597","Bachelor's Degree",58542,54777,72660,63869
"11598","Bachelor's Degree",71000,53044,80581,68309
"11599","Master's Degree",76383,62157,91363,86268
"11600","Master's Degree",92875,66161,96080,90548
"11601","Bachelor's Degree",52953,52474,57193,59047
"11602","Bachelor's Degree",90318,84973,110019,95756
"11603","Associate's Degree",33228,21836,35935,28306
"11604","Associate's Degree",34417,22681,39830,26777
"11605","Associate's Degree",27351,28664,46836,35895
"11606","Bachelor's Degree",49973,38443,54276,52700
"11607","Associate's Degree",27351,28664,46836,35895
"11608","Bachelor's Degree",49973,38443,54276,52700
"11609","Undergraduate Certificate or Diploma",16295,15930,20690,20462
"11610","Associate's Degree",27401,25361,29989,28363
"11611","Undergraduate Certificate or Diploma",15617,15077,22020,17501
"11612","Undergraduate Certificate or Diploma",15173,16528,22517,22463
"11613","Undergraduate Certificate or Diploma",68113,60613,63262,65252
"11614","Bachelor's Degree",33251,33750,43111,39543
"11615","Bachelor's Degree",32687,35855,39984,57859
"11616","Bachelor's Degree",34062,37756,48712,44814
"11617","Bachelor's Degree",59198,68597,78390,82547
"11618","Bachelor's Degree",70488,72779,93914,88954
"11619","Master's Degree",56234,53670,62209,58116
"11620","Bachelor's Degree",38938,40491,46853,46651
"11621","Bachelor's Degree",43142,46794,50092,47741
"11622","Bachelor's Degree",64372,62874,75209,71648
"11623","Master's Degree",107308,105646,130079,112144
"11624","Bachelor's Degree",67795,71339,78920,83586
"11625","Master's Degree",110635,107490,115595,131744
"11626","Bachelor's Degree",74431,75719,88051,92200
"11627","Bachelor's Degree",31606,30734,38818,38509
"11628","Associate's Degree",38169,30789,44177,39541
"11629","Bachelor's Degree",38683,29753,47319,36856
"11630","Bachelor's Degree",34918,31401,63482,66038
"11631","Bachelor's Degree",56487,49510,74381,63272
"11632","Bachelor's Degree",37171,34802,58486,53514
"11633","Bachelor's Degree",32769,31351,46481,44266
"11634","Bachelor's Degree",31258,28365,51736,49265
"11635","Bachelor's Degree",49280,57952,68476,73161
"11636","Bachelor's Degree",29021,30972,45987,41708
"11637","Bachelor's Degree",38829,34545,54652,41517
"11638","Master's Degree",77341,54717,83699,72488
"11639","Bachelor's Degree",52192,45606,77626,64199
"11640","Bachelor's Degree",41193,32414,67857,50312
"11641","Bachelor's Degree",38936,40928,57779,55890
"11642","Bachelor's Degree",21298,28572,45905,37177
"11643","Bachelor's Degree",48093,43122,64832,63679
"11644","Master's Degree",76450,76271,102243,92522
"11645","Bachelor's Degree",31275,32154,43567,42700
"11646","Bachelor's Degree",74177,70494,92560,78437
"11647","Associate's Degree",42455,38559,48026,44601
"11648","Bachelor's Degree",44701,40638,58039,50576
"11649","Master's Degree",100913,87100,121811,108306
"11650","Bachelor's Degree",56910,57319,74935,76255
"11651","Master's Degree",67858,63394,94411,93502
"11652","Bachelor's Degree",38945,35195,55125,46447
"11653","Bachelor's Degree",63495,64467,90636,89330
"11654","Bachelor's Degree",56842,51975,71626,66433
"11655","Master's Degree",77420,75515,93895,85316
"11656","Bachelor's Degree",61220,72991,82235,74788
"11657","Bachelor's Degree",51965,60830,65123,55992
"11658","Master's Degree",110906,97398,127762,116129
"11659","Bachelor's Degree",45865,50568,72266,72350
"11660","Bachelor's Degree",27079,28909,43893,39996
"11661","Undergraduate Certificate or Diploma",36949,31927,47249,45281
"11662","Bachelor's Degree",43937,37721,63266,45874
"11663","Bachelor's Degree",30806,28007,34983,36477
"11664","Bachelor's Degree",39721,34521,47234,39910
"11665","Bachelor's Degree",48012,35961,47776,39434
"11666","Associate's Degree",42052,37052,53825,40094
"11667","Bachelor's Degree",70277,68077,87236,78337
"11668","Master's Degree",101857,94240,114148,105648
"11669","Bachelor's Degree",40514,35625,57998,41858
"11670","Master's Degree",54751,50295,68506,53984
"11671","Bachelor's Degree",43937,37721,63266,45874
"11672","Bachelor's Degree",30806,28007,34983,36477
"11673","Bachelor's Degree",39721,34521,47234,39910
"11674","Bachelor's Degree",48012,35961,47776,39434
"11675","Master's Degree",48608,46488,83486,49279
"11676","Associate's Degree",42052,37052,53825,40094
"11677","Bachelor's Degree",70277,68077,87236,78337
"11678","Master's Degree",101857,94240,114148,105648
"11679","Associate's Degree",29467,32914,44725,34988
"11680","Associate's Degree",34618,25238,41002,31139
"11681","Associate's Degree",36762,27100,30145,30892
"11682","Bachelor's Degree",38647,37157,47744,38654
"11683","Bachelor's Degree",51965,56223,63045,62257
"11684","First Professional Degree",52174,46992,63007,52994
"11685","Undergraduate Certificate or Diploma",17120,15502,27360,19726
"11686","Undergraduate Certificate or Diploma",13890,14202,23246,20931
"11687","Undergraduate Certificate or Diploma",23933,18556,29899,25049
"11688","Undergraduate Certificate or Diploma",30067,25175,34827,28739
"11689","Undergraduate Certificate or Diploma",24787,21682,30741,25745
"11690","Undergraduate Certificate or Diploma",20638,22175,29826,27180
"11691","Undergraduate Certificate or Diploma",21975,23631,29839,24524
"11692","Undergraduate Certificate or Diploma",25299,25168,26462,25949
"11693","Undergraduate Certificate or Diploma",24566,23829,26345,24904
"11694","Bachelor's Degree",67105,53363,59296,58437
"11695","Master's Degree",81559,69112,90749,91577
"11696","Master's Degree",82595,79941,88796,72432
"11697","Associate's Degree",49354,38097,54214,34863
"11698","Bachelor's Degree",49542,45765,49681,49308
"11699","Undergraduate Certificate or Diploma",30073,28138,33819,30426
"11700","Associate's Degree",66957,60688,71638,67473
"11701","Undergraduate Certificate or Diploma",50522,42023,49263,45662
"11702","Associate's Degree",42632,40015,54199,41076
"11703","Bachelor's Degree",60151,51275,64647,52387
"11704","Associate's Degree",45032,40396,47408,44029
"11705","Bachelor's Degree",53296,49680,61898,55331
"11706","Bachelor's Degree",55935,45956,64582,53971
"11707","Associate's Degree",46805,36097,48666,41535
"11708","First Professional Degree",58244,59750,136269,137847
"11709","Undergraduate Certificate or Diploma",27682,28714,34979,30625
"11710","Undergraduate Certificate or Diploma",33013,29831,34288,35654
"11711","Undergraduate Certificate or Diploma",23525,20180,34244,26225
"11712","Undergraduate Certificate or Diploma",23732,23633,31512,27823
"11713","Undergraduate Certificate or Diploma",27568,27434,36949,30645
"11714","Associate's Degree",50180,38978,50177,38656
"11715","Undergraduate Certificate or Diploma",17641,17132,36980,26372
"11716","Undergraduate Certificate or Diploma",40286,29984,45727,31425
"11717","Undergraduate Certificate or Diploma",15236,19578,28680,23379
"11718","Undergraduate Certificate or Diploma",18061,18523,25263,19850
"11719","Undergraduate Certificate or Diploma",18796,15804,23916,20331
"11720","Bachelor's Degree",39721,34521,47234,39910
"11721","Bachelor's Degree",48012,35961,47776,39434
"11722","Master's Degree",48608,46488,83486,49279
"11723","Associate's Degree",42052,37052,53825,40094
"11724","Bachelor's Degree",70277,68077,87236,78337
"11725","Master's Degree",101857,94240,114148,105648
"11726","Bachelor's Degree",40514,35625,57998,41858
"11727","Master's Degree",54751,50295,68506,53984
"11728","Undergraduate Certificate or Diploma",16295,15930,20690,20462
"11729","Undergraduate Certificate or Diploma",16295,15930,20690,20462
"11730","Associate's Degree",33496,27429,42891,31608
"11731","Undergraduate Certificate or Diploma",27006,23679,30451,27505
"11732","Associate's Degree",24724,25959,34881,29161
"11733","Undergraduate Certificate or Diploma",30425,24337,21088,30025
"11734","Associate's Degree",41641,27398,38892,32137
"11735","Undergraduate Certificate or Diploma",21975,23631,29839,24524
"11736","Undergraduate Certificate or Diploma",25299,25168,26462,25949
"11737","Undergraduate Certificate or Diploma",31462,26393,37259,30795
"11738","Undergraduate Certificate or Diploma",33657,33870,37568,32166
"11739","Undergraduate Certificate or Diploma",21964,21595,24779,23651
"11740","Undergraduate Certificate or Diploma",21882,19737,25180,22594
"11741","Undergraduate Certificate or Diploma",20870,20488,26970,23819
"11742","Undergraduate Certificate or Diploma",15715,13613,20168,15583
"11743","Undergraduate Certificate or Diploma",25621,22082,24641,26590
"11744","Undergraduate Certificate or Diploma",29602,29039,33871,33119
"11745","Undergraduate Certificate or Diploma",33198,27957,36269,31652
"11746","Undergraduate Certificate or Diploma",28752,23525,29038,25955
"11747","Bachelor's Degree",36324,26540,39811,37072
"11748","First Professional Degree",138487,122061,136254,141576
"11749","First Professional Degree",57926,59933,94143,88673
"11750","Bachelor's Degree",69319,66273,79872,67429
"11751","Master's Degree",118160,69739,104764,76513
"11752","Bachelor's Degree",37621,26893,63912,56187
"11753","Bachelor's Degree",47569,31810,65041,52712
